,Target,importance
14518,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | KDM2B | ID:70133
",0.031557657
4221,"VCaP_Epithelium_Prostate | AR | ID:43856
",0.031543452
15761,"D283_Med | NEUROD1 | ID:74342
",0.031543385
2418,"Rectal_Mucosa | H3K4me3 | ID:3880
",0.03154088
18159,"LNCaP_Epithelium_Prostate | H2AZac | ID:84094
",0.031536784
15073,"Monocyte_Blood | H3K4me1 | ID:72225
",0.031529214
19926,"A549_EtOH_0.02pct_Lung_Carcinoma | H3K36me3 | Roadmap
",0.031528916
19887,"SEM_Pre-B_Lymphocyte | H3K4me3 | ID:9331
",0.031524193
20628,"H1_BMP4_Derived_Mesendoderm_Cultured_Cells | H3K4me2 | Roadmap
",0.031517565
11227,"HEK293_Epithelium_Embryonic_Kidney | OSR2 | ID:63286
",0.031509735
13041,"YCC-7_Gastric_Cancer_Line | H3K27ac | ID:66334
",0.03150143
20380,"Fetal_Lung | H3K4me1 | Roadmap
",0.03149296
8593,"Lymphoblastoid | H3K27ac | ID:54856
",0.031489983
6225,"Jurkat_T_Lymphocyte_Blood | REST | ID:47869
",0.031482525
19843,"M23F_iPSC | H3K4me3 | ID:9203
",0.031479068
17203,"HCT-116_Colon | RAD21 | ID:81366
",0.031476524
9531,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57416
",0.03146422
6302,"T_Lymphocyte_Blood | H3K4me2 | ID:47970
",0.031463403
1898,"H1_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:36924
",0.031461567
1177,"Raji_B_Lymphocyte_Blood | PAX5 | ID:34475
",0.031461556
13516,"PC-9_Lung_Cancer_Cell_Lung | H3K27me3 | ID:67409
",0.031461433
14087,"ZR-75-1_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68857
",0.03146061
17343,"Substantia_Nigra_Cell_Brain | H3K9me3 | ID:8174
",0.031459305
16500,"293T | ZNF506 | ID:77104
",0.03145648
21149,"HUES48_Cell_Line | H3K27ac | Roadmap
",0.03145441
10179,"Plasma_Cell | H3K27me3 | ID:59385
",0.031453
3240,"Epithelium_Mammary_Gland | ESR1 | ID:41124
",0.031449296
17619,"PAR_Astrocyte | H3K27me3 | ID:82475
",0.03144075
21385,"K562 | p300 | ENCODE
",0.031438936
5168,"GM12878_B_Lymphocyte_Blood | IKZF1 | ID:45647
",0.031431567
8919,"HeLa_Epithelium_Cervix | POLR2A | ID:5568
",0.031423453
8642,"Lymphoblastoid | H3K27ac | ID:54906
",0.03141124
19771,"MCF-7_Epithelium_Breast | CTCF | ID:88917
",0.0314103
4684,"Th1_Blood | DNase | ID:45072
",0.031410072
4090,"Endoderm | H3K4me3 | ID:43372
",0.031408865
4729,"Fibroblast_Umbilical_Vein | H3K4me3 | ID:45170
",0.031401612
12488,"HEK293_Epithelium_Embryonic_Kidney | ZBTB48 | ID:65155
",0.031393312
11526,"HEK293_Epithelium_Embryonic_Kidney | ZNF48 | ID:63763
",0.03138932
14735,"Osteoblast | TEAD1 | ID:71236
",0.031389304
11961,"MCF-7_Epithelium_Breast | H3K27ac | ID:64403
",0.03138728
6967,"A673_Polygonal_Muscle | H3K4me3 | ID:49876
",0.031386252
9391,"Brain | H3K4me3 | ID:57060
",0.031358857
21610,"NHEK_Epidermal_Keratinocytes | H3K9me3 | Roadmap
",0.03135883
16162,"Retina | H3K27me3 | ID:75552
",0.031355046
21337,"K562 | ELK1 | ENCODE
",0.031351116
18780,"ID00016_Lymphoblastoid | CTCF | ID:85767
",0.031342328
7178,"Proerythroblast_Fetal_Liver | H3K4me3 | ID:50370
",0.031334814
2246,"MCF7-LTED_Epithelium_Mammary_Gland | H3K36me3 | ID:38324
",0.03132566
819,"MCF-7_Epithelium_Breast | ESR1 | ID:33146
",0.031321276
16611,"7250_Fibroblast | DNase | ID:78101
",0.031317893
4253,"Endothelial_Cell_Artery | T | ID:43978
",0.031311497
11364,"K562_Erythroblast_Bone_Marrow | SUZ12 | ID:63520
",0.031303383
5743,"HepG2_Epithelium_Liver | TCF12 | ID:46228
",0.031278897
18525,"Fibroblast_Embryo | H3K79me2 | ID:8509
",0.031267505
18863,"HCC1954_Breast | H3K79me2 | ID:85976
",0.031263918
5639,"GM12878_B_Lymphocyte_Blood | EGR1 | ID:46126
",0.031263325
3160,"Th0_Blood | DNase | ID:40973
",0.031261895
4909,"Endothelial_Cell_Umbilical_Vein | H3K4me2 | ID:45371
",0.031259924
21363,"K562 | HMGN3 | ENCODE
",0.03125446
3853,"MS1_Lymphoblastoid_Blood | CTCF | ID:42571
",0.031252388
198,"HUES64_Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:1721
",0.031247944
8661,"GM18501_Lymphoblastoid | H3K4me3 | ID:54925
",0.031234968
18301,"K562_Erythroblast_Bone_Marrow | GATA1 | ID:84533
",0.031233191
5266,"HeLa-S3_Epithelium_Cervix | PRDM1 | ID:45747
",0.031227479
20588,"GM12892 | Pol2-4H8 | ENCODE
",0.031224044
9387,"Brain | H3K4me1 | ID:57055
",0.031204
18710,"H1299_Epithelium_Lung | H3K27ac | ID:85579
",0.031186672
1350,"Endothelial_Cell_Umbilical_Vein | H3K4me2 | ID:35399
",0.031165635
7486,"VCaP_Epithelium_Prostate | FOXA1 | ID:51272
",0.031165348
19839,"RPMI-8402_T_cell_leukemia_Blood | TCF12 | ID:9197
",0.0311629
17002,"Stem_cell | ATAC-seq | ID:80620
",0.03115059
17056,"LCL_Lymphoblastoid_Blood | ATAC-seq | ID:80806
",0.031147312
16097,"L3.6 | H3K4me3 | ID:75168
",0.031142514
20826,"H9_Cell_Line | H3K4me3 | Roadmap
",0.031138437
4440,"VCaP_Epithelium_Prostate | BRD4 | ID:44600
",0.031137967
3624,"GM12891_Lymphoblastoid_Blood | H3K4me3 | ID:42327
",0.031127997
9540,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57424
",0.031126436
15751,"MV4;11_Acute_myeloid_leukemia | POLR2A | ID:74310
",0.03112501
2873,"GM18504_Lymphoblastoid | DNase | ID:40558
",0.031123906
16484,"293T | ZNF649 | ID:77068
",0.031097462
2742,"Epithelium_Mammary_Gland | H3K9ac | ID:40151
",0.031095399
1281,"Esophagus | H3K4me3 | ID:35197
",0.03108798
2768,"Proerythroblast_Blood | H3K9me3 | ID:4025
",0.031084696
2411,"LoVo_Colon | NIPBL | ID:38785
",0.03108334
14989,"SEES-3_Embryonic_Stem_Cell | H3K4me3 | ID:71943
",0.031076446
10962,"Smooth_Muscle_Cell | H3K27me3 | ID:62845
",0.031068092
18005,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | H3K4me3 | ID:83590
",0.031064373
10204,"Fetal_Heart | H3K27me3 | ID:59501
",0.031063445
2232,"HUES64_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:38279
",0.031048862
9163,"BE2-C_Neuroblast_Brain | GATA3 | ID:56403
",0.031040406
257,"IMR90_Fibroblast_Lung | H3K9ac | ID:1844
",0.031035915
7405,"DKO1_Colon_cancer_cell_Colon | H3K4me1 | ID:51153
",0.031019496
3500,"Fetal_Skin_Abdomen | DNase | ID:42143
",0.031013368
3258,"Epithelium_Mammary_Gland | H3K27me3 | ID:41146
",0.031011203
16594,"Patient | H3K9me2 | ID:77504
",0.03101103
8196,"HEK293A | MEF2B | ID:53876
",0.031003064
15076,"Monocyte_Blood | H3K4me3 | ID:72228
",0.031002915
13767,"L1236_Hodgkin_Lymphoma_Cell | NFKB1 | ID:68048
",0.031001592
2448,"Haematopoietic_Progenitor_Cell_Blood | H3K4me3 | ID:3887
",0.031001484
7243,"Ramos_B_Lymphocyte | H3K4me3 | ID:50519
",0.030997172
21609,"NHEK_Epidermal_Keratinocytes | H3K9me1 | Roadmap
",0.030987512
18674,"LS174T_Epithelium_Colon | POLR2A | ID:8547
",0.030982463
3386,"GM18508_Lymphoblastoid_Blood | H3K27ac | ID:41670
",0.030981185
3612,"GM12891_Lymphoblastoid_Blood | H3K27ac | ID:42315
",0.030968234
15769,"D-341 | OTX2 | ID:74350
",0.030962396
17544,"MCF-7_Epithelium_Breast | ESR1 | ID:82331
",0.030946802
12407,"A673_Polygonal_Muscle | H3K9me3 | ID:65045
",0.030939315
4431,"VCaP_Epithelium_Prostate | POLR2A | ID:44591
",0.03093291
5545,"SK-N-SH_Neuroblastoma_cell_Brain | CTCF | ID:46035
",0.030930575
13699,"SUM1315MO2 | BRD4 | ID:67802
",0.030929394
6067,"HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47398
",0.030928098
4222,"VCaP_Epithelium_Prostate | AR | ID:43857
",0.030927597
997,"Endothelial_Cell_Umbilical_Vein | FAIRE | ID:33611
",0.030920224
4531,"GM12878_B_Lymphocyte_Blood | DNase | ID:44921
",0.030919418
6688,"Macrophage_Blood | DNase | ID:49067
",0.030916616
14985,"U2OS_Bone | MYC | ID:71934
",0.030905494
11707,"HEK293_Epithelium_Embryonic_Kidney | SCRT1 | ID:64013
",0.030902017
5090,"AG09309_Fibroblast_Skin | CTCF | ID:45565
",0.030900013
21405,"K562 | Rad21 | ENCODE | 1
",0.03089731
20926,"HeLa-S3 | MafK | ENCODE
",0.030894807
9185,"HEK293T_Epithelium_Embryonic_Kidney | H3K9me2 | ID:56459
",0.030887187
4363,"LNCaP_Epithelium_Prostate | E2F1 | ID:44324
",0.030881818
21520,"Mobilized_CD34_Primary_Cells_Male | DNase.hot | Roadmap
",0.030873755
17111,"HepG2_Epithelium_Liver | MYC | ID:8105
",0.03087109
21268,"iPS_DF_19.11_Cell_Line | H3K4me1 | Roadmap
",0.030864403
3791,"GM2255_Lymphoblastoid_Blood | CTCF | ID:42505
",0.03085002
2793,"Epithelium_Fetal_Large_Intestine | DNase | ID:40396
",0.030849714
13675,"Hematopoietic_stem_and_progenitor_cell_Bone_Marrow | SPI1 | ID:67764
",0.03084867
13192,"Rh18 | H3K27ac | ID:66508
",0.03084125
13764,"Fibroblast_Foreskin | H3K4me3 | ID:68035
",0.03083494
7742,"CyT49_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:52127
",0.030829243
13959,"FFPE | H3K4me2 | ID:68529
",0.030825231
12918,"Neutrophile | ATAC-seq | ID:66131
",0.030803163
18608,"HeLa-S3_Epithelium_Cervix | POLR2A | ID:8534
",0.03079761
502,"SH-SY5Y_Bone_Marrow | H3K4me3 | ID:2683
",0.030795963
8681,"GM19210_Lymphoblastoid | H3K4me1 | ID:54945
",0.03078049
3410,"HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41741
",0.03076642
12319,"A549_Epithelium_Lung | BCL3 | ID:64912
",0.03076236
20724,"H1-hESC | CtBP2 | ENCODE
",0.030761516
5156,"GM12878_B_Lymphocyte_Blood | BHLHE40 | ID:45632
",0.030750494
2289,"H1_Embryonic_Stem_Cell_Embryo | H3K79me2 | ID:38517
",0.030730285
2696,"HCT-116_Colon | ICE1 | ID:39914
",0.030728988
14183,"T_Lymphocyte | H3K4me3 | ID:69043
",0.030721357
10144,"HEK293_Epithelium_Embryonic_Kidney | SMN1 | ID:58948
",0.030715637
7512,"HUES64_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:51459
",0.030704966
3436,"iPSC | JARID2 | ID:41816
",0.03070301
18007,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | CTCF | ID:83592
",0.030697862
14457,"AML_cell | H3K9ac | ID:70006
",0.030695448
19794,"HCT-116_HCT116 | ARID1A | ID:88976
",0.030686222
16784,"BJ_Fibroblast_Skin | ATAC-seq | ID:79283
",0.030671801
12346,"H1_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:6494
",0.030662676
4089,"Endoderm | H3K4me2 | ID:43371
",0.030658403
2155,"Fetal_Muscle_Leg | H3K9me3 | ID:38122
",0.030657006
2769,"Haematopoietic_Progenitor_Cell_Bone_Marrow | H3K9me3 | ID:4026
",0.030656068
20014,"Brain_Angular_Gyrus | H3K4me3 | Roadmap
",0.03064741
21630,"NT2-D1 | DNase | ENCODE
",0.030640578
16626,"T47D_Breast | DNase | ID:78265
",0.030634983
18370,"MCF-7_Epithelium_Breast | H3K27ac | ID:84648
",0.030624209
19752,"CHL-1_melanoma_Skin | BRD4 | ID:88863
",0.03059753
6871,"MCF-7_Epithelium_Breast | GATA3 | ID:49628
",0.030595565
17179,"T_Lymphocyte | H3K4me1 | ID:8130
",0.030595236
17664,"K562_Erythroblast_Bone_Marrow | POLR2A | ID:82581
",0.030592525
20343,"Fetal_Intestine_Large | DNase.hot | Roadmap
",0.030591467
13279,"D283_Med_Medulloblastoma_Cerebellum | H3K27ac | ID:66734
",0.030588273
8732,"HeLa_Epithelium_Cervix | POLR2A | ID:55200
",0.030585613
8322,"OCI-Ly3_B_Lymphocyte_Bone_Marrow | FOXP1 | ID:54153
",0.0305842
18902,"MCF-10A_Epithelium_Breast | H3K27ac | ID:86075
",0.030577274
8119,"T_Lymphocyte_Blood | STAT5B | ID:53632
",0.030576717
8170,"MCF-7_Epithelium_Breast | H4ac | ID:53749
",0.030573295
3163,"COLO-829_Fibroblast_Skin | DNase | ID:40981
",0.03057188
21127,"HSMM_Skeletal_Muscle_Myoblasts | H3K4me2 | Roadmap
",0.03056359
14813,"Gastric_Primary_Sample | H3K4me1 | ID:71373
",0.03054503
10791,"HEK293_Epithelium_Embryonic_Kidney | ZNF600 | ID:62555
",0.030542562
17262,"SW480_Colon | TP53 | ID:81528
",0.03053105
21261,"iPS_DF_19.11_Cell_Line | DNase.fdr0.01.hot | Roadmap
",0.03052913
1697,"T_Lymphocyte_Blood | H3K4me1 | ID:36428
",0.030527338
15286,"RWPE1_Epithelium_Prostate | H3K36me3 | ID:72765
",0.03049437
19714,"MOLM-13_Leukemia_Cell | H3K4me3 | ID:88727
",0.030482046
13747,"Macrophage_Blood | H3K27me3 | ID:67932
",0.03044885
2587,"MCF-7_Epithelium_Breast | FOXM1 | ID:39495
",0.030425211
328,"JURL_MK1_Haematopoietic_Progenitor_Cell_Bone_Marrow | BCL6 | ID:1958
",0.030407289
15866,"COLO_205 | H3K4me1 | ID:74631
",0.03039458
8625,"Lymphoblastoid | H3K27ac | ID:54888
",0.030393384
10396,"B_Lymphocyte_Blood | ATAC-seq | ID:61828
",0.030390076
11979,"A549_Epithelium_Lung | H3K4me2 | ID:64438
",0.03036724
1977,"U87_Brain | POLR2A | ID:37166
",0.030363053
246,"IMR90_Fibroblast_Lung | H3K4me2 | ID:1833
",0.030362567
7212,"GM12891_Lymphoblastoid_Blood | CTCF | ID:5042
",0.030357305
14497,"293T | TET2 | ID:70094
",0.0303451
15744,"MCF-7_Breast | H3K36me3 | ID:74302
",0.030329157
5118,"GM12865_B_Lymphocyte_Blood | CTCF | ID:45593
",0.03030452
186,"HUES48_Embryonic_Stem_Cell_Embryo | H3K9ac | ID:1707
",0.03030394
482,"NB4_Promyelocytic_cell_Blood | RARA | ID:2464
",0.030298121
18445,"H1975_Lung | ZEB1 | ID:84926
",0.030296592
8605,"Lymphoblastoid | H3K4me3 | ID:54868
",0.030296074
1261,"Left_Ventricle | H3K36me3 | ID:35175
",0.030291133
18222,"Ishikawa_Epithelium_Uterus | H3K27ac | ID:84283
",0.03028325
12458,"HEK293_Epithelium_Embryonic_Kidney | ZNF768 | ID:65118
",0.03028286
3064,"Fetal_Adrenal_Gland | DNase | ID:40824
",0.030279342
1808,"Epithelium_Kidney | H3K4me1 | ID:3677
",0.030274238
13763,"MCF-7 | RUNX1 | ID:68022
",0.030274061
10093,"THP-1_Monocyte_Blood | PPARG | ID:5882
",0.030262185
13419,"HCT-116_Colon | H3K27ac | ID:66993
",0.030261269
5807,"K562_Erythroblast_Bone_Marrow | MAX | ID:46292
",0.030252252
6708,"T_Lymphocyte_Blood | H3K4me1 | ID:49187
",0.030243238
6676,"Macrophage_Blood | H3K27ac | ID:49055
",0.030243015
21417,"K562 | SP2 | ENCODE
",0.030241627
5763,"HepG2_Epithelium_Liver | USF1 | ID:46248
",0.030231068
10615,"NCI-H2087_Lung | H3K27ac | ID:62278
",0.030230269
2469,"T_Lymphocyte_Blood | H3K4me3 | ID:3901
",0.030212501
1020,"Epithelium_Lung | H3K4me1 | ID:33791
",0.030207975
10254,"T_Lymphocyte | ATAC-seq | ID:59712
",0.030204216
5034,"Haematopoietic_Progenitor_Cell_Cord_blood | SPI1 | ID:4551
",0.030203806
12886,"Monocyte | ATAC-seq | ID:66098
",0.03018826
16899,"Erythroid_Cell_Blood | ATAC-seq | ID:79715
",0.03018652
6673,"Monocyte_Blood | H3K27ac | ID:49052
",0.030178595
4150,"Fibroblast_Foreskin | RNF2 | ID:43572
",0.030170817
12563,"Monocyte_Blood | ATAC-seq | ID:65283
",0.03016705
14899,"786-O_Epithelium_Kidney | H3K27ac | ID:71671
",0.030158663
574,"WIBR7_Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:2970
",0.030150332
2412,"Muscle | H3K4me3 | ID:3879
",0.030141484
21552,"NB4 | Pol2 | ENCODE
",0.030140948
15354,"Cardiomyocyte | H3K4me3 | ID:72931
",0.030135876
549,"VCaP_Epithelium_Prostate | H3K4me2 | ID:2927
",0.03013517
21582,"NHDF_Ad_Adult_Dermal_Fibroblasts | H3K36me3 | Roadmap
",0.030130973
11373,"K562_Erythroblast_Bone_Marrow | CEBPB | ID:63533
",0.030128907
6315,"T_Lymphocyte_Blood | H3K4me2 | ID:47983
",0.030108873
21454,"Left_Ventricle | H3K4me3 | Roadmap
",0.030081505
3389,"GM19141_Lymphoblastoid_Blood | H3K27ac | ID:41673
",0.030081177
5347,"Embryonic_Fibroblast_Foreskin | CTCF | ID:45833
",0.030074054
4003,"CUTLL1_T_Lymphocyte_Blood | H3K27ac | ID:43106
",0.030060366
15917,"GM12878_B_Lymphocyte_Blood | ZBTB2 | ID:74683
",0.03005662
8939,"VCaP_Epithelium_Prostate | SUMO2 | ID:55723
",0.03005562
12028,"A549_Epithelium_Lung | H3K27ac | ID:64512
",0.030044958
21087,"HMEC_Mammary_Epithelial | H3K4me2 | Roadmap
",0.030041449
10942,"MCF-7_Epithelium_Breast | KLF9 | ID:62800
",0.030034844
12104,"K562_Erythroblast_Bone_Marrow | HDAC8 | ID:64617
",0.030033108
11187,"K562_Erythroblast_Bone_Marrow | LARP7 | ID:63202
",0.030025352
14721,"LNCaP_Epithelium_Prostate | FOXA1 | ID:71218
",0.030018808
9159,"GM10861_Lymphocyte_Blood | VDR | ID:564
",0.030014278
15284,"RWPE1_Epithelium_Prostate | H3K4me1 | ID:72763
",0.03000553
19062,"Neuroblastoma_cell | H3K27ac | ID:86708
",0.030000236
12901,"Monocyte | ATAC-seq | ID:66114
",0.029994307
9559,"K562_Erythroblast_Bone_Marrow | H3 | ID:57446
",0.029982407
6965,"A673_Polygonal_Muscle | H3K27ac | ID:49873
",0.029981453
16776,"PC-9_Lung_Cancer_Cell_Lung | ATAC-seq | ID:79247
",0.029975114
1781,"Epithelium_Mammary_Gland | H3K4me1 | ID:36642
",0.029965177
7787,"Granulosa_cell_Ovary | AR | ID:52249
",0.029936347
10092,"Th2 | GATA3 | ID:58811
",0.029936174
4775,"GM12878_B_Lymphocyte_Blood | H2AZ | ID:45221
",0.02993405
7035,"4star | H3K9me3 | Roadmap
",0.029933257
2640,"Kasumi-1_Myeloblast_Blood | REPIN1 | ID:39777
",0.029923955
19767,"HCT-116_HCT116 | H3K27ac | ID:88909
",0.029919624
18633,"H1_Embryonic_Stem_Cell_Embryo | H2BK5ac | ID:854
",0.029919218
19832,"H1_Embryonic_Stem_Cell_Embryo | H3K9ac | ID:918
",0.02990371
6653,"HeLa_Epithelium_Cervix | POLR2A | ID:49013
",0.029890837
9233,"BE2-C_Neuroblast_Brain | H3K27ac | ID:56597
",0.029889148
16328,"MCF10CA1a_Epithelium_Breast | CTCF | ID:76248
",0.029888
1721,"HUES48_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:36467
",0.029886432
18547,"HeLa_Epithelium_Cervix | H3K4me3 | ID:85138
",0.029882986
9186,"HEK293T_Epithelium_Embryonic_Kidney | H3K9me2 | ID:56460
",0.029877698
13757,"IMR90_Fibroblast_Lung | H3K4me3 | ID:68007
",0.029874858
14141,"T47D_Breast | PR | ID:68966
",0.02986778
4653,"NHBE_RA_Epithelium_Bronchia | DNase | ID:45041
",0.029856667
6957,"SK-N-MC_Brain | EP300 | ID:49862
",0.029850958
11047,"GM12878_B_Lymphocyte_Blood | YBX1 | ID:62978
",0.029847393
11653,"A549_Epithelium_Lung | H3K27ac | ID:63939
",0.029846959
12189,"Peyer's_patch | H3K4me3 | ID:64741
",0.029846095
5117,"GM12865_B_Lymphocyte_Blood | CTCF | ID:45592
",0.02982498
5953,"Cortex_Brain | H3K27ac | ID:47156
",0.02981133
18751,"Stem_cell | H3K4me3 | ID:85684
",0.029808965
4309,"T_Lymphocyte_Blood | FOXP3 | ID:44099
",0.029802559
4730,"BE2-C_Neuroblast_Brain | H3K4me3 | ID:45171
",0.029799996
8348,"EWS502_Small_Round_Tumor_Cell | FLI1 | ID:5437
",0.02979461
7546,"HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51518
",0.02979403
2854,"H1_Embryonic_Stem_Cell_Embryo | DNase | ID:40513
",0.029792435
10689,"Haematopoietic_Progenitor_Cell_Blood | DNase | ID:62394
",0.029785486
16119,"HeLa | ZBTB48 | ID:75287
",0.029785324
7834,"HEK293_Epithelium_Embryonic_Kidney | WDR5 | ID:52432
",0.029781668
6241,"T47D-MTVL_Epithelium_Mammary_Gland | H1.2 | ID:47894
",0.02978156
18172,"Haematopoietic_Progenitor_Cell_Blood | SMAD1 | ID:8416
",0.02977818
8024,"Embryonic_Stem_Cell | H3K4me3 | ID:53352
",0.02977413
20557,"GM12878 | TAF1 | ENCODE
",0.02977208
7454,"GM18855_Lymphoblastoid | H3K27ac | ID:51208
",0.029763142
21704,"Penis_Foreskin_Fibroblast_Primary_Cells_skin02 | H3K4me1 | Roadmap
",0.029758785
9886,"Bone_Marrow | H3K9ac | ID:58400
",0.029757397
5417,"K562_Erythroblast_Bone_Marrow | CHD2 | ID:45905
",0.02975087
17611,"MLL-AF9_Blast_Cells_Bone_Marrow | H3K4me3 | ID:82468
",0.029750401
18308,"KG1_Bone_Marrow | H3K4me3 | ID:84548
",0.029734366
5176,"GM12878_B_Lymphocyte_Blood | JUND | ID:45655
",0.029734083
6284,"T_Lymphocyte_Blood | H3K4me2 | ID:47952
",0.029728882
19694,"JHU-06_Endothelial_Cell | H3K27ac | ID:88670
",0.029725352
793,"MCF-7_Epithelium_Breast | ESR1 | ID:33101
",0.029718686
19256,"MCF-7_Epithelium_Breast | TP53 | ID:87300
",0.02971752
14107,"MCF-7_Epithelium_Breast | NR3C1 | ID:68877
",0.02971324
274,"IMR90_Fibroblast_Lung | RB1 | ID:1872
",0.029700544
14025,"Neuron | H3K4me1 | ID:68643
",0.029699909
8921,"MCF-7_Epithelium_Breast | POLR2A | ID:55683
",0.02969971
9777,"Stem_cell_Blood | H3K4me3 | ID:58076
",0.02969706
1569,"Epithelium_Mammary_Gland | ESR1 | ID:36105
",0.029687574
16865,"PC-9_Lung_Cancer_Cell_Lung | ATAC-seq | ID:79537
",0.02968221
21656,"Ovary | H3K9me3 | Roadmap
",0.029678715
19712,"LCL_Lymphoblastoid_Blood | BRD4 | ID:88724
",0.02967419
19087,"LREX'_Epithelium_Prostate | H3K4me1 | ID:86756
",0.02967313
19687,"MB231_Breast | H3K27me3 | ID:88660
",0.029669853
20661,"H1_BMP4_Derived_Trophoblast_Cultured_Cells | H4K91ac | Roadmap
",0.029668149
19411,"HepG2_Epithelium_Liver | MCRS1 | ID:87787
",0.029663928
13977,"FFPE | H3K4me2 | ID:68547
",0.029662956
7210,"hMADS-3_Adipocyte_Adipose | H3K27ac | ID:50418
",0.02965105
13421,"Pontine | H3K27ac | ID:66995
",0.029648047
4200,"Endothelial_Cell_Artery | H3K4me3 | ID:43800
",0.029647814
2915,"Epithelium_Mammary_Gland | DNase | ID:40600
",0.029628001
20415,"Fetal_Placenta | H3K4me3 | Roadmap
",0.029618198
12340,"A549_Epithelium_Lung | H3K4me1 | ID:64934
",0.029607655
13975,"FFPE | H3K4me2 | ID:68545
",0.029606232
19156,"1184_Stem_cell | H3K27me3 | ID:86981
",0.029604295
4137,"HEK293T_Epithelium_Embryonic_Kidney | C17orf96 | ID:43550
",0.029602326
11006,"Adrenal_Gland | H3K27ac | ID:62922
",0.02959387
20660,"H1_BMP4_Derived_Trophoblast_Cultured_Cells | H4K8ac | Roadmap
",0.029592598
14182,"T_Lymphocyte | H3K4me2 | ID:69019
",0.029586216
3194,"Epithelium_Fetal_Small_Intestine | DNase | ID:41036
",0.029558258
21496,"MCF-7 | TCF7L2 | ENCODE
",0.02955445
6435,"GM12878_B_Lymphocyte_Blood | H3K27ac | ID:48283
",0.02954279
11940,"GM12878_B_Lymphocyte_Blood | TBX21 | ID:64375
",0.02954061
11870,"MCF-7_Epithelium_Breast | HCFC1 | ID:64266
",0.029537277
19863,"HCT-116_Colon | H3K4me1 | ID:9246
",0.029531695
13048,"KATO_III_Stomach | H3K27ac | ID:66341
",0.029527422
15674,"Patient | ESR1 | ID:74115
",0.029522458
10583,"BJEL_Fibroblast_Foreskin | H3K27ac | ID:62200
",0.029484462
13181,"C4-2B_Epithelium_Prostate | H3K27ac | ID:66488
",0.029478967
226,"IMR90_Fibroblast_Lung | H2BK20ac | ID:1812
",0.029475866
2032,"ME-1_Leukemia_Cell | RUNX1 | ID:37619
",0.029466575
11069,"A549_Epithelium_Lung | CEBPB | ID:63004
",0.02946392
1772,"Epithelium_Mammary_Gland | H3K4me3 | ID:36628
",0.029454505
2204,"Embryonic_Stem_Cell_Embryo | H3K27ac | ID:38238
",0.029446559
21719,"Penis_Foreskin_Keratinocyte_Primary_Cells_skin03 | H3K36me3 | Roadmap
",0.029438572
13330,"SW480_Colon | H3K27ac | ID:66812
",0.02943346
6550,"Spermatid | H3K27ac | ID:48695
",0.02943296
445,"MCF-7_Epithelium_Breast | POLR2A | ID:2376
",0.029430034
5573,"A549_Epithelium_Lung | CTCF | ID:46063
",0.029429864
21317,"K562 | COREST | ENCODE
",0.029426318
13664,"LNCaP_Epithelium_Prostate | GATA2 | ID:67743
",0.029426156
17748,"PrEC_Epithelium_Prostate | H3K4me1 | ID:82801
",0.029424842
5817,"K562_Erythroblast_Bone_Marrow | SIX5 | ID:46302
",0.029419623
9321,"T_Lymphocyte_Synovial_Fluid | H3K27ac | ID:56930
",0.029407997
4695,"WERI-Rb-1_Eye | DNase | ID:45083
",0.029405069
17862,"HeLa_Cervical_Carcinoma | SMC3 | ID:83138
",0.029400557
12577,"Plasmacytoid_dendritic_cell | ATAC-seq | ID:65304
",0.029380081
18383,"CHL-1_melanoma_Skin | H3K27ac | ID:84729
",0.029371003
15174,"Gen2.2_Plasmacytoid_dendritic_cell | POLR2A | ID:72344
",0.029366052
13323,"V1106_Colorectal_cancer_cell_line | H3K27ac | ID:66806
",0.02936275
5834,"MCF-7_Epithelium_Breast | CTCF | ID:46318
",0.029361242
14148,"T47D_Breast | ESR1 | ID:68974
",0.029360969
18874,"VCaP_Epithelium_Prostate | ERF | ID:86004
",0.029354077
19603,"T47D_Epithelium_Mammary_Gland | POLR2A | ID:88432
",0.029352827
5030,"NHLF_Fibroblast_Lung | H2AZ | ID:45506
",0.029350035
16931,"Jurkat_T_Lymphocyte_Blood | ATAC-seq | ID:80031
",0.029347902
12234,"A549_Epithelium_Lung | H3K4me2 | ID:64803
",0.029347824
14542,"WIBR3_Embryonic_Stem_Cell_Embryo | TRIM28 | ID:70221
",0.029347582
