,Target,importance
16108,"U2OS | ZBTB48 | ID:75276
",-0.0037344743
6519,"iPSC | KLF4 | ID:48552
",-0.00374141
4689,"Th2_Blood | DNase | ID:45077
",-0.0037424867
20807,"H9_Cell_Line | DNase.hot | Roadmap
",-0.0037452157
14973,"A549_Epithelium_Lung | SMC1A | ID:71870
",-0.003757217
6272,"T_Lymphocyte_Blood | H3K4me2 | ID:47940
",-0.0037601003
13230,"PANC-1_Pancreas | H3K27ac | ID:66609
",-0.0037617623
11670,"Ammon's_horn | DNase | ID:63969
",-0.0037647274
2971,"Fetal_Skin_Quadriceps_Left | DNase | ID:40732
",-0.0037659877
76,"HeLa_Epithelium_Cervix | DDX5 | ID:1208
",-0.0037667619
1186,"Keratinocyte_Foreskin | TP63 | ID:34560
",-0.0037680937
4943,"K562_Erythroblast_Bone_Marrow | PHF8 | ID:45411
",-0.003771222
5339,"HepG2_Epithelium_Liver | TCF7L2 | ID:45825
",-0.0037729896
18833,"H1_Embryonic_Stem_Cell_Embryo | H3K18ac | ID:859
",-0.003774305
6156,"Stomach | H3K4me1 | ID:47667
",-0.0037804144
17089,"T.T_T_Lymphocyte_Blood | ATAC-seq | ID:80968
",-0.0037845368
5981,"Cortex_Brain | H3K27ac | ID:47183
",-0.0037912114
5756,"HepG2_Epithelium_Liver | MYBL2 | ID:46241
",-0.0037913928
14831,"Gastric_Primary_Sample | H3K4me3 | ID:71392
",-0.0037922494
10794,"HEK293_Epithelium_Embryonic_Kidney | BCL11A | ID:62560
",-0.0037969085
17510,"MCF-10A_Epithelium_Breast | H3K27ac | ID:82229
",-0.0038015894
16046,"Granulocyte_Blood | H3K9me2 | ID:75066
",-0.0038026955
7650,"LNCaP_Epithelium_Prostate | AR | ID:51748
",-0.0038100814
16367,"LNCaP_Epithelium_Prostate | DNase | ID:7638
",-0.0038233446
5975,"Cortex_Brain | H3K27ac | ID:47178
",-0.0038265288
7760,"Macrophage | FAIRE | ID:52155
",-0.0038377119
20263,"Duodenum_Mucosa | H3K4me1 | Roadmap
",-0.0038377403
8191,"Neutrophil_cell | H3K4me1 | ID:53790
",-0.0038420395
4890,"Myoblast_Skeletal_Muscle | H3K4me1 | ID:45350
",-0.0038430085
322,"Jurkat_E6-1_T_Lymphocyte_Blood | H3K27me3 | ID:1940
",-0.0038438367
2206,"Mesenchymal_Stem_Cell_Bone_Marrow | H3K27ac | ID:38242
",-0.0038475557
4168,"KYSE-150_Epitheloid_Cell_Esophagus | H3K36me3 | ID:43687
",-0.0038530093
10280,"T_Lymphocyte | ATAC-seq | ID:59740
",-0.0038536899
3495,"Epithelium_Fetal_Kidney | DNase | ID:42138
",-0.0038585183
14478,"HCT-116_Human_colorectal_tumor | H3K4me3 | ID:70063
",-0.0038646278
3192,"Epithelium_Fetal_Kidney_Left | DNase | ID:41034
",-0.0038649053
19451,"HCT-116_HCT116 | PHIP | ID:87886
",-0.0038667563
5820,"K562_Erythroblast_Bone_Marrow | TRIM28 | ID:46305
",-0.0038687051
809,"MCF-7_Epithelium_Breast | GATA3 | ID:33136
",-0.0038761084
20148,"CD4+_CD25+_CD127_Treg_Primary_Cells | H3K36me3 | Roadmap
",-0.0038814058
9205,"HT1080_Connective_Tissue | H3K27ac | ID:56529
",-0.0038823336
10113,"TF-1_Erythroblast_Bone_Marrow | GATA2 | ID:58872
",-0.0038928734
11396,"RKO_Epithelium_Colon | DNase | ID:63563
",-0.0038957968
2570,"Keratinocyte_Foreskin | H3K4me1 | ID:39397
",-0.0038994765
13426,"SCMC_rhabdomyosarcoma | H3K27ac | ID:67015
",-0.0039181756
18839,"Muscle | POLR2A | ID:85932
",-0.0039186124
15859,"V411 | H3K4me1 | ID:74622
",-0.003925013
7673,"WI-38_Fibroblast_Lung | POLR2A | ID:51802
",-0.0039294823
17364,"hemogenic_mesoderm_(H-ECs) | H3K4me3 | ID:81780
",-0.0039338428
9642,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:57539
",-0.0039409245
18556,"H1299_Epithelium_Lung | H3K4ac | ID:85162
",-0.0039572767
19769,"Monocyte_Blood | H3K4me1 | ID:88913
",-0.0039592804
20866,"HCT-116 | CTCF | ENCODE
",-0.0039599314
8175,"MCF-10A_Epithelium_Breast | H4ac | ID:53754
",-0.0039621834
2636,"Leiomyoma_Cell | PR | ID:39770
",-0.0039669364
11446,"A549_Epithelium_Lung | H3K4me1 | ID:63635
",-0.0039708153
19575,"MCF-7_Epithelium_Breast | ESR1 | ID:88349
",-0.0039796066
10919,"K562_Erythroblast_Bone_Marrow | PKNOX1 | ID:62762
",-0.003980341
21446,"K562 | Znf143 | ENCODE
",-0.0039861356
6116,"AGS_Epithelium_Stomach | GATA4 | ID:47598
",-0.0039882516
4518,"Haematopoietic_Progenitor_Cell_Blood | DNase | ID:44908
",-0.0039883177
6278,"T_Lymphocyte_Blood | H3K4me2 | ID:47946
",-0.0039956737
5241,"HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:45720
",-0.00399675
10304,"UCH2_Bone | ATAC-seq | ID:61498
",-0.003998782
3233,"Epithelium_Lung | DNase | ID:41107
",-0.004001465
10606,"NGP | H3K27ac | ID:62264
",-0.0040029637
15010,"hESC | H3K27me3 | ID:72048
",-0.004013194
16702,"Jurkat_T_Lymphocyte_Blood | ATAC-seq | ID:78817
",-0.0040139304
10291,"T_Lymphocyte | ATAC-seq | ID:59753
",-0.004018377
11830,"HEK293_Epithelium_Embryonic_Kidney | ZNF792 | ID:64201
",-0.004024239
16477,"293T | ZNF714 | ID:77055
",-0.0040255976
12356,"H1_Embryonic_Stem_Cell_Embryo | H3K27me3 | ID:6496
",-0.004025662
16958,"Cortical_Neuron | ATAC-seq | ID:80425
",-0.0040308503
10233,"GM12878_B_Lymphocyte_Blood | ATAC-seq | ID:59676
",-0.0040358487
4314,"T_Lymphocyte_Blood | H3K4me1 | ID:44106
",-0.004038891
8529,"GM19190_Lymphoblastoid | H3K27ac | ID:54792
",-0.0040443526
16602,"Patient | H3K27ac | ID:77517
",-0.0040533766
21310,"K562 (IFNa30) | c-Myc | ENCODE
",-0.0040620477
10358,"Erythroblast | ATAC-seq | ID:61686
",-0.004062218
17928,"T47D_Epithelium_Mammary_Gland | FOXA1 | ID:83268
",-0.004063068
8476,"Lymphoblastoid | H3K27ac | ID:54739
",-0.0040718056
16151,"Retina | H3K4me1 | ID:75540
",-0.004076942
21366,"K562 (IFNa6h) | IRF1 | ENCODE
",-0.0040775207
2680,"Monocyte_Blood | H3K36me3 | ID:39852
",-0.0040804856
10785,"MCF-7_Epithelium_Breast | CUX1 | ID:62548
",-0.0040830355
4669,"RPMI-7951_Melanoma_Cell_Skin | DNase | ID:45057
",-0.004093218
6334,"T_Lymphocyte_Blood | H3K4me2 | ID:48002
",-0.0041027046
11685,"HEK293_Epithelium_Embryonic_Kidney | ZFP64 | ID:63982
",-0.004110132
18130,"SAEC_Epithelium_Lung | H3K27me3 | ID:83967
",-0.004110222
17875,"HCT-116_HCT116 | H3K4me1 | ID:83177
",-0.004111845
21710,"Penis_Foreskin_Keratinocyte_Primary_Cells_skin02 | DNase.hot | Roadmap
",-0.0041238293
1982,"H2171_Epithelium_Lung | MYC | ID:37175
",-0.0041253576
7230,"GM19238_Lymphoblastoid_Blood | CTCF | ID:5048
",-0.0041257893
5185,"GM12892_Lymphoblastoid_Blood | RELA | ID:45664
",-0.0041305018
5125,"GM12873_B_Lymphocyte_Blood | CTCF | ID:45600
",-0.0041326745
18503,"Macrophage_Blood | RXRG | ID:85058
",-0.004142329
4450,"Fibroblast | DNase | ID:44612
",-0.0041458486
15377,"Cardiomyocyte | H3K4me3 | ID:72956
",-0.004149183
19894,"Endothelial_Cell_Umbilical_Vein | H3K4me1 | ID:9499
",-0.0041764746
13982,"CM-12_Snap-frozen_tissue | H3K4me2 | ID:68553
",-0.0041791974
5427,"K562_Erythroblast_Bone_Marrow | POLR2A | ID:45915
",-0.0041801343
7536,"HUES64_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:51492
",-0.0041829003
15729,"SF8628_Pontine | H3K27me3 | ID:74210
",-0.0041846554
13270,"MCF-7_Epithelium_Breast | H3K27ac | ID:66720
",-0.004186375
14939,"LNCaP_Epithelium_Prostate | NANOG | ID:71758
",-0.0041865455
16016,"MO1043 | H3K4me1 | ID:74998
",-0.0041920375
16966,"hESC | ATAC-seq | ID:80436
",-0.004194419
14175,"T_Lymphocyte | H3K4me2 | ID:69011
",-0.004210384
12688,"T47D_Epithelium_Mammary_Gland | ATAC-seq | ID:65873
",-0.0042217453
712,"Haematopoietic_Progenitor_Cell_Blood | DNase | ID:3208
",-0.004228775
6955,"SK-N-MC_Brain | GABPA | ID:49860
",-0.0042304727
1355,"Endothelial_Cell_Umbilical_Vein | CTCF | ID:35405
",-0.004232049
11447,"A549_Epithelium_Lung | H3K4me1 | ID:63636
",-0.004239562
20953,"HeLa-S3 | TR4 | ENCODE
",-0.004242072
21544,"Muscle_Satellite_Cultured_Cells | H3K4me3 | Roadmap
",-0.0042434474
12080,"Stem_cell | DNase | ID:64586
",-0.004246529
9625,"K562_Erythroblast_Bone_Marrow | H3K27me3 | ID:57518
",-0.0042506047
15302,"K562_Erythroblast_Bone_Marrow | H3K4me3 | ID:72783
",-0.004251966
12176,"MM.1S_B_Lymphoblast_Blood | H3K9ac | ID:64725
",-0.0042544003
19073,"Fibroblast_Embryo | STAG1 | ID:8673
",-0.0042545735
5471,"K562_Erythroblast_Bone_Marrow | STAT2 | ID:45960
",-0.004255968
10043,"T_Lymphocyte_Blood | H3K4me3 | ID:58724
",-0.0042593842
11074,"HEK293_Epithelium_Embryonic_Kidney | ZNF697 | ID:63010
",-0.004259531
10452,"LNCaP_Epithelium_Prostate | H3K27ac | ID:61921
",-0.004261198
18010,"SHEP-21N_Neuroblastoma_cell_Bone_Marrow | CTCF | ID:83595
",-0.004262916
18713,"H1299_Epithelium_Lung | H3K4me1 | ID:85582
",-0.004268202
19401,"G-401_Malignant_rhabdoid_tumor | SMARCA4 | ID:87730
",-0.0042758747
11343,"HepG2_Epithelium_Liver | MBD1_isoform1 | ID:63465
",-0.004276774
17005,"SKH1_SKH-1_cells | DNase | ID:80624
",-0.0042787516
3704,"GM18951_Lymphoblastoid_Blood | STAG1 | ID:42413
",-0.0042831097
5207,"H1_Embryonic_Stem_Cell_Embryo | CHD1 | ID:45686
",-0.004284921
4528,"GM12865_B_Lymphocyte_Blood | DNase | ID:44919
",-0.0042919856
11803,"H1_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:6416
",-0.004294937
6306,"T_Lymphocyte_Blood | H3K4me2 | ID:47974
",-0.004296618
1547,"Epithelium_Cervix | SPI1 | ID:36032
",-0.0042985
2348,"LoVo_Colon | SOX2 | ID:38658
",-0.0042985477
13159,"5637_Urinary_Bladder | H3K27ac | ID:66452
",-0.00430142
2162,"Epithelium_Fetal_Small_Intestine | H3K4me1 | ID:38140
",-0.0043023876
6150,"Stomach | H3K4me3 | ID:47660
",-0.004305017
9999,"T_Lymphocyte_Blood | H3K27ac | ID:58672
",-0.0043055704
3257,"Epithelium_Mammary_Gland | H3K4me3 | ID:41145
",-0.0043063913
9355,"HeLa_Epithelium_Cervix | H3K4me3 | ID:56979
",-0.004308135
13117,"Mesenchymal_Stem_Cell_Adipose | H3K4me1 | ID:6641
",-0.0043083546
13819,"SKNO-1_Myeloblast_Bone_Marrow | KDM1A | ID:68120
",-0.004309683
20750,"H1-hESC | H3K27ac | Roadmap
",-0.004317838
8554,"GM18502_Lymphoblastoid | H3K4me1 | ID:54817
",-0.0043214387
5633,"GM12878_B_Lymphocyte_Blood | TCF12 | ID:46120
",-0.004323846
5789,"K562_Erythroblast_Bone_Marrow | CREB1 | ID:46274
",-0.004328212
11418,"HepG2_Epithelium_Liver | TCF7 | ID:63591
",-0.0043291887
14323,"Jurkat_T_Lymphocyte_Blood | CDK7 | ID:69615
",-0.004348771
15755,"MV4;11_Acute_myeloid_leukemia | H3K4me3 | ID:74314
",-0.00435014
10979,"K562_Erythroblast_Bone_Marrow | SMARCE1 | ID:62879
",-0.004355022
11150,"iPSC | POU5F1 | ID:63136
",-0.0043551843
17763,"MOLT-4_T_Lymphoblast | POLR2A | ID:82834
",-0.0043559778
9314,"T_Lymphocyte_Blood | H3K27ac | ID:56922
",-0.004357917
6008,"Cortex_Brain | H3K27ac | ID:47221
",-0.004358528
15646,"Thymus | BCL11B | ID:73985
",-0.0043627857
18422,"THP-1_Monocyte_Blood | VDR | ID:84830
",-0.0043638903
17191,"HUES64_Embryonic_Stem_Cell_Embryo | H3K9me3 | ID:8133
",-0.004368686
2364,"LoVo_Colon | H3 | ID:38697
",-0.0043760757
13260,"RWPE1_Epithelium_Prostate | H3K27ac | ID:66708
",-0.004380268
1,"H9_Embryonic_Stem_Cell_Embryo | EOMES | ID:1006
",-0.004387181
148,"HepG2_Epithelium_Liver | HNF4A | ID:1447
",-0.0043932647
16190,"Rh4_rhabdomyosarcoma | H3K4me1 | ID:75844
",-0.0043949364
20217,"CD8_Naive_Primary_Cells | H3K27ac | Roadmap
",-0.0043971105
9690,"Pfeiffer_B_Lymphocyte_Lymph_Node | H3K27me3 | ID:57616
",-0.0043986132
17098,"SK-N-AS_Neuroblast_Brain | ATAC-seq | ID:80999
",-0.004415931
10661,"ACHN_Kidney | DNase | ID:62366
",-0.0044159377
2782,"Pfeiffer_B_Lymphocyte_Lymph_Node | H3K27me3 | ID:40343
",-0.004419336
4593,"Endothelial_Cell_Umbilical_Vein | DNase | ID:44981
",-0.0044196905
3687,"GM18526_Lymphoblastoid_Blood | H3K4me3 | ID:42394
",-0.004422224
19025,"VCaP_Epithelium_Prostate | ERG | ID:8654
",-0.004425159
12568,"Monocyte_Blood | ATAC-seq | ID:65288
",-0.0044332645
4489,"Sigmoid_Colon | H3K27me3 | ID:44865
",-0.0044334033
664,"Epithelium_Small_Intestine | DNase | ID:3160
",-0.0044438774
2169,"Epithelium_Fetal_Small_Intestine | H3K27ac | ID:38154
",-0.004446034
7651,"LNCaP_Epithelium_Prostate | AR | ID:51749
",-0.004447863
4335,"Cord_blood | TAL1 | ID:44136
",-0.0044574467
9008,"Fibroblast | T | ID:55895
",-0.004461727
20339,"Fetal_Heart | H3K9me3 | Roadmap
",-0.0044619
9069,"MDA-MB-231_Epithelium_Breast | NR3C1 | ID:56100
",-0.0044623907
6165,"Stomach | H3K27ac | ID:47680
",-0.0044634016
7934,"FT246_Epithelium_Fallopian_tube_secretory | H3K4me1 | ID:53035
",-0.004464644
17280,"Endothelial_Cell_Umbilical_Vein | RAD21 | ID:81587
",-0.0044689476
11760,"K562_Erythroblast_Bone_Marrow | TEAD2 | ID:64090
",-0.0044724364
1042,"T_Lymphocyte_Blood | H3K4me3 | ID:33886
",-0.0044729565
14451,"LNCaP_Epithelium_Prostate | CHD4 | ID:69995
",-0.0044767517
13564,"MDA-MB-231_Epithelium_Mammary_Gland | H3K4me1 | ID:67511
",-0.004477541
14819,"Gastric_Primary_Sample | H3K4me3 | ID:71380
",-0.0044834726
20292,"ES-WA7_Cell_Line | H3K27me3 | Roadmap
",-0.0044861883
17589,"H9_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:82430
",-0.0044909245
2986,"Cortex_Fetal_Kidney | DNase | ID:40747
",-0.004492866
8055,"HeLa_Epithelium_Cervix | H3K9me3 | ID:53437
",-0.0044944566
21542,"Muscle_Satellite_Cultured_Cells | H3K4me1 | Roadmap
",-0.0044983947
14624,"Raji_B_Lymphocyte_Blood | POLR2A | ID:70957
",-0.004503162
11061,"A549_Epithelium_Lung | H3K4me2 | ID:62996
",-0.004506325
12415,"HEK293_Epithelium_Embryonic_Kidney | ZNF554 | ID:65061
",-0.0045067
671,"Epithelium_Large_Intestine | DNase | ID:3167
",-0.00451031
14545,"Stem_cell_Foreskin | DNMT3A | ID:70226
",-0.004511671
21890,"Thymus | H3K27ac | Roadmap
",-0.0045149927
8135,"Embryonic_Stem_Cell | POLR2A | ID:53660
",-0.0045240335
12655,"THP-1_Macrophage | ATAC-seq | ID:65798
",-0.004529896
708,"Epithelium_Lung | DNase | ID:3204
",-0.0045376997
3152,"T47D_Epithelium_Mammary_Gland | DNase | ID:40948
",-0.0045379205
19513,"HCT-116_HCT116 | POLR2A | ID:88098
",-0.004542521
18315,"KG1_Bone_Marrow | EZH2 | ID:84554
",-0.0045441436
21589,"NHDF_Ad_Adult_Dermal_Fibroblasts | H4K20me1 | Roadmap
",-0.0045445086
15395,"MCF-7_Breast | ESR1 | ID:72998
",-0.004546398
16811,"Glioblastoma | ATAC-seq | ID:79340
",-0.004549498
1013,"LNCaP_Epithelium_Prostate | POLR2A | ID:33760
",-0.004554312
21888,"Th1 | DNase | ENCODE
",-0.0045582363
20151,"CD4+_CD25+_CD127_Treg_Primary_Cells | H3K9me3 | Roadmap
",-0.0045637144
14142,"T47D_Breast | PR | ID:68967
",-0.004570127
15665,"Cord_blood | H3K27me3 | ID:74058
",-0.0045782444
1451,"OCI-Ly1_B_cell_lymphoma_Bone_Marrow | EZH2 | ID:35636
",-0.0045841765
10178,"Plasma_Cell | H3K4me3 | ID:59384
",-0.0045942236
17566,"Anterior_Caudate_Cell_Angular_Gyrus | H3K36me3 | ID:8237
",-0.004607743
14456,"AML_cell | H3 | ID:70005
",-0.0046169655
741,"P493-6_B_cell_lymphoma | BRD4 | ID:32812
",-0.004617263
9553,"K562_Erythroblast_Bone_Marrow | H3 | ID:57439
",-0.004624671
11580,"A549_Epithelium_Lung | H3K4me1 | ID:63836
",-0.0046259556
10546,"HCT-116_Colon | H3K27ac | ID:62111
",-0.0046297302
12148,"H9_Embryonic_Stem_Cell_Embryo | H3T | ID:6468
",-0.004630314
21585,"NHDF_Ad_Adult_Dermal_Fibroblasts | H3K4me3 | Roadmap
",-0.004630341
4007,"CUTLL1_T_Lymphocyte_Blood | MED1 | ID:43110
",-0.0046304204
2072,"Endothelial_Cell_Umbilical_Vein | EP300 | ID:37930
",-0.004630617
5202,"H1_Embryonic_Stem_Cell_Embryo | CEBPB | ID:45681
",-0.004632894
4893,"Myoblast_Skeletal_Muscle | H3K9ac | ID:45353
",-0.0046347952
17385,"GM03164_Patient | H3K4me3 | ID:81848
",-0.004634883
10110,"HEK293_Epithelium_Embryonic_Kidney | XRN2 | ID:58845
",-0.0046380633
9712,"K562_Erythroblast_Bone_Marrow | PCGF1 | ID:57670
",-0.0046394914
2690,"Epithelium_Colon | H3K9ac | ID:3990
",-0.004639525
4727,"AG09319_Fibroblast_Gingiva | H3K4me3 | ID:45168
",-0.0046418114
16767,"BJ_Fibroblast_Skin | ATAC-seq | ID:79223
",-0.0046438337
17587,"H9_Embryonic_Stem_Cell_Embryo | H3K27ac | ID:82429
",-0.0046518464
10211,"Fetal_Liver | H3K27me3 | ID:59508
",-0.004656969
17356,"HCC1937_Breast | H3K4me3 | ID:81768
",-0.0046590785
2486,"MM1.S_B_Lymphocyte_Blood | POLR2A | ID:39043
",-0.004659196
12517,"HEK293_Epithelium_Embryonic_Kidney | ZNF586 | ID:65196
",-0.004660084
21204,"IMR90_Cell_Line | DNase.fdr0.01.hot | Roadmap
",-0.0046636113
630,"Fetal_Muscle_Leg | DNase | ID:3126
",-0.0046677007
5505,"MCF-7_Epithelium_Breast | CTCF | ID:45995
",-0.004670381
3270,"DU145_Epithelium_Prostate | EED | ID:41188
",-0.004678668
17913,"Astrocyte | H3K4me3 | ID:83246
",-0.0046967766
19657,"MCF-7_Epithelium_Breast | H3K27ac | ID:88597
",-0.004696924
18771,"Raji_B_Lymphocyte_Blood | H3K27ac | ID:85724
",-0.0046974644
13467,"hTERT_immortalized_endometriosis_cells | H3K27ac | ID:67107
",-0.0046995254
9372,"Brain | H3K27ac | ID:57026
",-0.0047211586
11040,"Thyroid | H3K27ac | ID:62969
",-0.004722316
905,"Fibroblast_Foreskin | H3K4me3 | ID:33352
",-0.004722345
2914,"Epithelium_Amnion | DNase | ID:40599
",-0.0047277035
13066,"Gastric_Primary_Sample | H3K27ac | ID:66359
",-0.00472933
10041,"T_Lymphocyte_Blood | H3K4me3 | ID:58722
",-0.0047393385
5906,"HeLa_Epithelium_Cervix | MYC | ID:47102
",-0.0047399956
539,"V6.5_Embryonic_Stem_Cell | SMC1A | ID:2896
",-0.0047417437
18420,"THP-1_Monocyte_Blood | VDR | ID:84824
",-0.0047450033
3604,"GM12890_Lymphoblastoid_Blood | H3K4me1 | ID:42306
",-0.0047458825
8460,"GM19092_Lymphoblastoid | H3K4me3 | ID:54723
",-0.0047463244
2456,"Epithelium_Lung | H3K4me3 | ID:3893
",-0.0047466424
18756,"Stem_cell | EP300 | ID:85689
",-0.0047497787
10641,"Type_3_innate_lympoid_cell_Tonsil | H3K27ac | ID:62345
",-0.0047532637
19761,"H1_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:889
",-0.004754844
7344,"KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:50893
",-0.004755694
11743,"K562_Erythroblast_Bone_Marrow | CSDE1 | ID:64060
",-0.004765747
1283,"Psoas_Muscle | H3K27ac | ID:35199
",-0.004767332
20487,"GM12878 | CTCF | ENCODE | 3
",-0.004784271
16791,"Monocyte_Blood | ATAC-seq | ID:79298
",-0.0047866874
21293,"K562 | BDP1 | ENCODE
",-0.004790193
8215,"T47D_Epithelium_Mammary_Gland | ESR1 | ID:53955
",-0.004799984
20004,"Bone_Marrow_Derived_Mesenchymal_Stem_Cell_Cultured_Cells | H3K27me3 | Roadmap
",-0.0048012896
11125,"A549_Epithelium_Lung | H3K27ac | ID:63096
",-0.004801739
10645,"Th17_Tonsil | H3K27ac | ID:62350
",-0.004807443
7239,"Ramos_B_Lymphocyte | H3K4me1 | ID:50515
",-0.00481327
17741,"osteosarcoma_Lung | H3K4me1 | ID:82765
",-0.0048164544
10099,"HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:58835
",-0.0048189256
13211,"Cardiomyocyte | H3K27ac | ID:66534
",-0.004819893
6544,"OCI-Ly3_B_Lymphocyte_Bone_Marrow | SPIB | ID:48638
",-0.0048236493
21273,"iPS_DF_6.9_Cell_Line | DNase.fdr0.01.peaks | Roadmap
",-0.0048239236
8725,"Myeloid_Cell | DNase | ID:55186
",-0.004825114
4490,"Epithelium_Lung | H3K4me3 | ID:44866
",-0.004839644
5136,"GM12878_B_Lymphocyte_Blood | USF2 | ID:45611
",-0.0048404955
2197,"FB0167P_Fibroblast | POLR2A | ID:38202
",-0.0048437137
11323,"K562_Erythroblast_Bone_Marrow | ZNF24 | ID:63441
",-0.00484573
3497,"B_Lymphocyte_Spleen | DNase | ID:42140
",-0.0048462166
10484,"IMR90_Fibroblast_Lung | H3K27ac | ID:61977
",-0.0048513664
17063,"Macrophage_Blood | ATAC-seq | ID:80835
",-0.004854073
17132,"Kidney | ZFX | ID:81161
",-0.0048586386
8811,"Lung | H3K4me3 | ID:55415
",-0.00485948
14916,"MCF-7_Breast | H3K4me1 | ID:71688
",-0.0048608673
11048,"gastroesophageal_sphincter | CTCF | ID:62979
",-0.0048744557
20542,"GM12878 | POU2F2 | ENCODE
",-0.0048769605
13061,"Gastric_Primary_Sample | H3K27ac | ID:66354
",-0.004881898
7481,"VCaP_Epithelium_Prostate | AR | ID:51267
",-0.0048827464
14965,"MCF-7_Breast | NIPBL | ID:71862
",-0.0048834733
6966,"A673_Polygonal_Muscle | H3K4me1 | ID:49874
",-0.004883895
2867,"Fetal_Muscle_Trunk | DNase | ID:40527
",-0.00489035
7251,"Ramos_B_Lymphocyte | H3K4me3 | ID:50528
",-0.0048949625
11698,"Thyroid | H3K27ac | ID:63997
",-0.0048952764
5250,"HeLa-S3_Epithelium_Cervix | ELK1 | ID:45729
",-0.004898305
1223,"Monocyte | H2AZ | ID:34934
",-0.0049000736
5223,"H1_Embryonic_Stem_Cell_Embryo | ZNF274 | ID:45702
",-0.004900586
15140,"Monocyte_Blood | H3K9me3 | ID:72293
",-0.00490757
17217,"K562_Erythroblast_Bone_Marrow | POLR2A | ID:81396
",-0.0049136006
5612,"ECC-1_Epithelium_Endometrium | ESR1 | ID:46100
",-0.004916455
807,"MCF-7_Epithelium_Breast | H3K4me1 | ID:33134
",-0.004917201
17656,"HCT-116_colorectal_adenocarcinoma_HCT116 | TP53 | ID:82544
",-0.0049215984
6428,"GM12878_B_Lymphocyte_Blood | SPI1 | ID:48275
",-0.0049241683
7215,"GM12891_Lymphoblastoid_Blood | CTCF | ID:5043
",-0.004926447
9931,"Bone_Marrow | H3 | ID:58447
",-0.0049292664
15441,"B_cell_precursor | H3K4me3 | ID:73230
",-0.004929841
7116,"Prostate | H3K4me1 | ID:50159
",-0.0049318783
15922,"NHEK_Keratinocyte_Skin | GRHL3 | ID:74688
",-0.004932752
15234,"A375_Melanoma_Cell | POLR2A | ID:72430
",-0.0049341526
13891,"VCaP_Epithelium_Prostate | AR | ID:68240
",-0.004946938
16228,"Melanocytic_cell | H3K79me2 | ID:75994
",-0.0049471664
1560,"Epithelium_Mammary_Gland | ESR1 | ID:36094
",-0.0049482216
5707,"H1_Embryonic_Stem_Cell_Embryo | RXRA | ID:46192
",-0.0049495413
21009,"HepG2 | MafK | ENCODE | 1
",-0.0049510193
18498,"MCF-7_Epithelium_Breast | GRHL2 | ID:85047
",-0.00495115
6611,"H1_Embryonic_Stem_Cell_Embryo | H3K4me1 | ID:48927
",-0.004955789
8655,"Lymphoblastoid | H3K4me1 | ID:54919
",-0.0049573607
1416,"CCRF-CEM_T_Lymphocyte_Blood | RUNX1 | ID:35483
",-0.004972091
2369,"LoVo_Colon | HINFP | ID:38704
",-0.0049731294
1272,"Right_Atrium | H3K9me3 | ID:35188
",-0.0049916594
20164,"CD4+_CD25_IL17+_PMA-Ionomcyin_stimulated_Th17_Primary_Cells | H3K27ac | Roadmap
",-0.00499391
498,"Rh4_Muscle | PAX3 | ID:2654
",-0.0049942723
11793,"Thyroid | DNase | ID:64141
",-0.004998188
4196,"Endothelial_Cell_Artery | H3K4me3 | ID:43796
",-0.005000899
20388,"Fetal_Muscle_Leg | DNase | Roadmap
",-0.0050016134
16827,"GM02171_Fibroblast | ATAC-seq | ID:79416
",-0.0050045713
338,"K562_Erythroblast_Bone_Marrow | H3K27me3 | ID:2014
",-0.0050120703
7446,"GM18499_Lymphoblastoid | H3K27ac | ID:51200
",-0.0050150817
3738,"GM19238_Lymphoblastoid_Blood | H3K27me3 | ID:42449
",-0.005017589
1081,"BG03_Embryonic_Stem_Cell_Embryo | SMC3 | ID:34011
",-0.0050200317
8342,"Stromal_Cell_Endometrium | FOSL2 | ID:54241
",-0.005020693
4932,"K562_Erythroblast_Bone_Marrow | POLR2A | ID:45399
",-0.005022554
8139,"Embryonic_Stem_Cell | POLR2A | ID:53664
",-0.005022678
6389,"Monocyte_Blood | H3K27me3 | ID:48111
",-0.0050238934
15221,"MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72416
",-0.0050245635
13917,"K562_human_erythroleukemic_cell_line | H3K122ac | ID:68376
",-0.0050249468
11417,"Hepatocyte | H3K4me3 | ID:63589
",-0.0050304434
9657,"Toledo_B_Lymphocyte_Blood | H3 | ID:57553
",-0.0050308504
17857,"WM164_Melanoma_Cell | H3K4me3 | ID:83130
",-0.0050369385
11289,"MCF-7_Epithelium_Breast | CHD1 | ID:63386
",-0.005038066
18446,"MCF-7_Epithelium_Breast | ZFX | ID:84927
",-0.005039682
8459,"GM19140_Lymphoblastoid | H3K27ac | ID:54722
",-0.00504812
16538,"293T | ZNF157 | ID:77171
",-0.0050514434
3464,"DL23_Epithelium_Colon | H3K4me1 | ID:41994
",-0.005063531
